column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
book_ending_reversal,book,prompts_master,False,"In dramatic terms, does this movie's ending feature a PERIPETEIA - a sudden reversal of the protagonist's fortune or circumstances (a decisive turn from good to bad, or bad to good)? 3=major reversal, 2=moderate, 1=none. Return ONLY JSON {""v"": number}.","In dramatic terms, does this movie's ending feature a PERIPETEIA - a sudden reversal of the protagonist's fortune or circumstances (a decisive turn from good to bad, or bad to good)? 3=major reversal, 2=moderate, 1=none. Return ONLY JSON {""v"": number}.",False,False,False
book_num_narrators,book,prompts_master,False,"How many distinct narrators tell this book - separate narrative voices / point-of-view characters through whom the story is told? Return ONLY JSON {""v"": number}.","How many distinct narrators tell this book - separate narrative voices / point-of-view characters through whom the story is told? Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_self,book,prompts_master,False,"To what extent is this book a ""protagonist versus self"" story - how central is self as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus self"" story - how central is self as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_other,book,prompts_master,False,"To what extent is this book a ""protagonist versus other"" story - how central is other as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus other"" story - how central is other as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_society,book,prompts_master,False,"To what extent is this book a ""protagonist versus society"" story - how central is society as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus society"" story - how central is society as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_nature,book,prompts_master,False,"To what extent is this book a ""protagonist versus nature"" story - how central is nature as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus nature"" story - how central is nature as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_technology,book,prompts_master,False,"To what extent is this book a ""protagonist versus technology"" story - how central is technology as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus technology"" story - how central is technology as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_conflict_fate,book,prompts_master,False,"To what extent is this book a ""protagonist versus fate"" story - how central is fate as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this book a ""protagonist versus fate"" story - how central is fate as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
book_shape_cinderella,book,prompts_master,False,"Think of the book's main character's fortune as a line rising and falling over the story. The ""Cinderella"" shape is when a rise in fortune, then a sharp setback, then a final rise to a happy ending (up-down-up). How well does this book fit the Cinderella shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the book's main character's fortune as a line rising and falling over the story. The ""Cinderella"" shape is when a rise in fortune, then a sharp setback, then a final rise to a happy ending (up-down-up). How well does this book fit the Cinderella shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
book_shape_rags_to_riches,book,prompts_master,False,"Think of the book's main character's fortune as a line rising and falling over the story. The ""Rags to Riches"" shape is when the main character begins low or unfortunate and undergoes a steady, largely uninterrupted rise into success, fortune, or happiness by the end (a continuous upward arc). How well does this book fit the Rags to Riches shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the book's main character's fortune as a line rising and falling over the story. The ""Rags to Riches"" shape is when the main character begins low or unfortunate and undergoes a steady, largely uninterrupted rise into success, fortune, or happiness by the end (a continuous upward arc). How well does this book fit the Rags to Riches shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
book_shape_riches_to_rags,book,prompts_master,False,"Think of the book's main character's fortune as a line rising and falling over the story. The ""Riches to Rags"" shape is when the main character begins high or fortunate and undergoes a steady, largely uninterrupted decline into misfortune, ruin, loss, or death by the end (a continuous downward arc, classic tragedy). How well does this book fit the Riches to Rags shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the book's main character's fortune as a line rising and falling over the story. The ""Riches to Rags"" shape is when the main character begins high or fortunate and undergoes a steady, largely uninterrupted decline into misfortune, ruin, loss, or death by the end (a continuous downward arc, classic tragedy). How well does this book fit the Riches to Rags shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
anagnorisis,book,prompts_master,False,"At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.","At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
competent,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.",False,False,False
development,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
element_message_or_theme,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.",False,False,False
identity_citizenship_status,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of citizenship status? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of citizenship status? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_disability_status,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_ethnicity,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_gender_identity,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_language,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_marginalized,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_race,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_religion,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_sexual_identity,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of sexual identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of sexual identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_socioeconomic_status,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
immersive_setting,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
likable,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.",False,False,False
n_narrators,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How many distinct narrators tell the story? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How many distinct narrators tell the story? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.",False,False,False
narration_switches,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. If more than one narrator, how often does narration switch? Answer on a scale of 1 (once), 2 (a few), 3 (many), 4 (constantly). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. If more than one narrator, how often does narration switch? Answer on a scale of 1 (once), 2 (a few), 3 (many), 4 (constantly). Return ONLY JSON {""v"": number}.",False,False,False
narrator_omniscient,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Does the narrator have god-like access to every character's mind and to events no single character could witness (omniscient), or is it confined to what one character knows (close/limited)? Answer 1 (close/limited), 2 (mixed), 3 (omniscient). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Does the narrator have god-like access to every character's mind and to events no single character could witness (omniscient), or is it confined to what one character knows (close/limited)? Answer 1 (close/limited), 2 (mixed), 3 (omniscient). Return ONLY JSON {""v"": number}.",False,False,False
narrator_unreliable,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How reliable or unreliable is its narrators on average? Answer on a scale of 1 (completely reliable) to 5 (completely unreliable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How reliable or unreliable is its narrators on average? Answer on a scale of 1 (completely reliable) to 5 (completely unreliable). Return ONLY JSON {""v"": number}.",False,False,False
plot_complexity,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How structurally complex is the plot? Answer on a scale of 1 (one main plot), 2 (one plot with subplots), 3 (multiple main plots). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How structurally complex is the plot? Answer on a scale of 1 (one main plot), 2 (one plot with subplots), 3 (multiple main plots). Return ONLY JSON {""v"": number}.",False,False,False
pov_first_person,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Is it narrated primarily in first person (I/we)? Answer on a scale of 1 (no) or 2 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Is it narrated primarily in first person (I/we)? Answer on a scale of 1 (no) or 2 (yes). Return ONLY JSON {""v"": number}.",False,False,False
pov_third_person,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. Is it narrated primarily in third person? Answer on a scale of 1 (no) or 2 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. Is it narrated primarily in third person? Answer on a scale of 1 (no) or 2 (yes). Return ONLY JSON {""v"": number}.",False,False,False
proactive,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.",False,False,False
protag_invested,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
protag_real,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
protag_relatable,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How relatable is the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How relatable is the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
vivid_setting,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How vivid (sensory, vividly evoked) is its single most extreme setting on this? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How vivid (sensory, vividly evoked) is its single most extreme setting on this? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,tv,prompts_master,False,"Based only on this tv's plot, answer: How many protagonists were there? A protagonist is the person or entity at the heart of the story - the principal character(s) around whom the movie revolves. While it’s normal for movies to have multiple important characters, there are usually only one or few protagonists. For example, the Harry Potter series has one protagonist; Romeo and Juliet has two; and Sisterhood of the Traveling Pants has four, each with their own personalities and storylines. In cases where a movie has more than 5 protagonists, it’s almost always because it’s made up of an “ensemble cast” in which all characters are protagonists with relatively equal weight in the story. This is most often true of movies made up of interconnected short stories or slice-of-life snippets. Give a number 1-6 (1=lowest, 6=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How many protagonists were there? A protagonist is the person or entity at the heart of the story - the principal character(s) around whom the movie revolves. While it’s normal for movies to have multiple important characters, there are usually only one or few protagonists. For example, the Harry Potter series has one protagonist; Romeo and Juliet has two; and Sisterhood of the Traveling Pants has four, each with their own personalities and storylines. In cases where a movie has more than 5 protagonists, it’s almost always because it’s made up of an “ensemble cast” in which all characters are protagonists with relatively equal weight in the story. This is most often true of movies made up of interconnected short stories or slice-of-life snippets. Give a number 1-6 (1=lowest, 6=highest). Return ONLY JSON {""v"": number}.",False,False,False
12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,tv,prompts_master,False,"Based only on this TV show's plot, answer: On a scale of 1 (entirely unresolved) to 7 (entirely resolved)? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this TV show's plot, answer: On a scale of 1 (entirely unresolved) to 7 (entirely resolved)? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
8_how_engaging_did_you_find_the_dialogue_in_the_movie,tv,prompts_master,False,"Based only on this TV show's plot, answer: How engaging did you find the dialogue in the movie? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this TV show's plot, answer: How engaging did you find the dialogue in the movie? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
13_how_relatable_did_you_find_this_protagonist,tv,prompts_master,False,"Rate this tv on ONE survey question from its Wikipedia plot. Question: How relatable did you find this protagonist? [1=low to 7=high]. Return ONLY JSON {""v"": number}.","Rate this tv on ONE survey question from its Wikipedia plot. Question: How relatable did you find this protagonist? [1=low to 7=high]. Return ONLY JSON {""v"": number}.",False,False,False
8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,tv,prompts_master,False,"Consider this tv. How competent was this protagonist? By competent, we mean effective at the activities and tasks that matter to them. Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. How competent was this protagonist? By competent, we mean effective at the activities and tasks that matter to them. Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
7_overall_how_relevant_was_world_building_to_the_movie_world_building,tv,prompts_master,False,"Based only on this tv's plot, answer: Overall, how relevant was world-building to the movie? World-building is defined as the process of developing a detailed and plausible fictional world. It’s most critical when the world in question is meaningfully different from our own - or even a different planet entirely. For example, world-building would be more relevant to a sci-fi story in which people travel between multiverses - not currently possible! - than a contemporary novel in which people travel to different countries. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: Overall, how relevant was world-building to the movie? World-building is defined as the process of developing a detailed and plausible fictional world. It’s most critical when the world in question is meaningfully different from our own - or even a different planet entirely. For example, world-building would be more relevant to a sci-fi story in which people travel between multiverses - not currently possible! - than a contemporary novel in which people travel to different countries. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.",False,False,False
5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,tv,prompts_master,False,"Consider this tv. To what extent did you feel moved by this movie on an emotional basis? An intellectual basis? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. To what extent did you feel moved by this movie on an emotional basis? An intellectual basis? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Sad,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Sad' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Sad' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,tv,prompts_master,False,"Based only on this tv's plot, answer: Now, let’s talk (pun intended) about dialogue! In your opinion, how was the quality of dialogue throughout the movie? Give a number 2-5 (2=lowest, 5=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: Now, let’s talk (pun intended) about dialogue! In your opinion, how was the quality of dialogue throughout the movie? Give a number 2-5 (2=lowest, 5=highest). Return ONLY JSON {""v"": number}.",False,False,False
score_Dissonant,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Dissonant' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dissonant' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Muted,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Muted' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Muted' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Busy,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Busy' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Busy' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_Beginning,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
visual_Bright,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Bright' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Bright' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Ominous,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Ominous' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Ominous' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Saturated,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Saturated' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Saturated' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Dark,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Dark' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dark' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
6_how_did_you_feel_about_the_movie,tv,prompts_master,False,"Consider this TV show. How did you feel about the movie? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. How did you feel about the movie? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,tv,prompts_master,False,"Based only on this tv's plot, answer: How many major settings does the movie contain? Here, we're asking you to count at a high-level and focus on major settings only. For example, in the first Harry Potter book, the major settings would be (1) the Dursley home and (2) the Hogwarts School of Witchcraft and Wizardry - which you wouldn’t need to break down further into the Gryffindor common room, Snape’s dungeon, or Hagrid’s cabin. Give a number 1-6 (1=lowest, 6=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How many major settings does the movie contain? Here, we're asking you to count at a high-level and focus on major settings only. For example, in the first Harry Potter book, the major settings would be (1) the Dursley home and (2) the Hogwarts School of Witchcraft and Wizardry - which you wouldn’t need to break down further into the Gryffindor common room, Snape’s dungeon, or Hagrid’s cabin. Give a number 1-6 (1=lowest, 6=highest). Return ONLY JSON {""v"": number}.",False,False,False
8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,tv,prompts_master,False,"Based only on this tv's plot, answer: How likable was this protagonist? By likable, we mean easy to relate to, empathize with, and root for. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How likable was this protagonist? By likable, we mean easy to relate to, empathize with, and root for. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.",False,False,False
acting_Method,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Method' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Method' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Manic,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Manic' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Manic' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Subtle,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Subtle' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Subtle' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Bleak,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Bleak' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Bleak' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Chilling,tv,prompts_master,False,"From this TV show's plot, does the mood 'Chilling' apply? Return ONLY JSON {""v"": 0 or 1}.","From this TV show's plot, does the mood 'Chilling' apply? Return ONLY JSON {""v"": 0 or 1}.",False,False,False
3_approximately_how_many_named_side_characters_are_in_this_movie_feel,tv,prompts_master,False,"Consider this TV show. Approximately how many named side characters are in this movie? (Feel free to guesstima Respond 2 (not at all) to 50 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. Approximately how many named side characters are in this movie? (Feel free to guesstima Respond 2 (not at all) to 50 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Quirky,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Quirky' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Quirky' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,tv,prompts_master,False,"Consider this TV show. On the whole, how would you describe the pace of the movie? Pace is the speed at which Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. On the whole, how would you describe the pace of the movie? Pace is the speed at which the story develops - how quickly or slowly it moves (and is perceived to be moving by the reader). It’s controlled through elements like the length of scenes, the depth of description, and the rate of action. Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
11_how_real_did_this_protagonist_feel_to_you,tv,prompts_master,False,"Rate this tv on ONE survey question from its Wikipedia plot. Question: How real did this protagonist feel to you? [1=low to 7=high]. Return ONLY JSON {""v"": number}.","Rate this tv on ONE survey question from its Wikipedia plot. Question: How real did this protagonist feel to you? [1=low to 7=high]. Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_Middle,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the Middle of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the Middle of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
