canonical_column,construct,media,survey_question,response_scale,survey_source,llm_prompt,prompt_source
conflict_nature,conflict,"film,book,tv","6. What primary type of conflict, if any, did this protagonist face in the movie? At a high level, conflict can take the form of the protagonist versus other character(s); an external force like fate, technology, society, or nature (including climate and natural disasters); or their own self (including their psyche and fears). For example, in the first Hunger Games, Katniss Everdeen’s primary and most urgent conflict is with other characters: tributes who are trying to kill her.",single-choice conflict type; this attribute = protagonist-vs-nature (0-100 intensity),raw survey Movie Q237 (primary conflict type),"To what extent is this movie a ""protagonist versus nature"" story - how central is nature as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
conflict_technology,conflict,"film,book,tv","6. What primary type of conflict, if any, did this protagonist face in the movie? At a high level, conflict can take the form of the protagonist versus other character(s); an external force like fate, technology, society, or nature (including climate and natural disasters); or their own self (including their psyche and fears). For example, in the first Hunger Games, Katniss Everdeen’s primary and most urgent conflict is with other characters: tributes who are trying to kill her.",single-choice conflict type; this attribute = protagonist-vs-technology (0-100 intensity),raw survey Movie Q237 (primary conflict type),"To what extent is this movie a ""protagonist versus technology"" story - how central is technology as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
conflict_fate,conflict,"film,book,tv","6. What primary type of conflict, if any, did this protagonist face in the movie? At a high level, conflict can take the form of the protagonist versus other character(s); an external force like fate, technology, society, or nature (including climate and natural disasters); or their own self (including their psyche and fears). For example, in the first Hunger Games, Katniss Everdeen’s primary and most urgent conflict is with other characters: tributes who are trying to kill her.",single-choice conflict type; this attribute = protagonist-vs-fate (0-100 intensity),raw survey Movie Q237 (primary conflict type),"To what extent is this movie a ""protagonist versus fate"" story - how central is fate as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
shape_cinderella,story-shape,"film,book,tv","4. Which story shape best describes this story’s plot, if any?",single-choice Vonnegut story shape; this attribute = the 'cinderella' shape (0-100),raw survey Movie Q627 (story shape),"Think of the movie's main character's fortune as a line rising and falling over the story. The ""Cinderella"" shape is when a rise in fortune, then a sharp setback, then a final rise to a happy ending (up-down-up). How well does this movie fit the Cinderella shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
shape_rags_to_riches,story-shape,"film,book,tv","4. Which story shape best describes this story’s plot, if any?",single-choice Vonnegut story shape; this attribute = the 'rags to riches' shape (0-100),raw survey Movie Q627 (story shape),"Think of the movie's main character's fortune as a line rising and falling over the story. The ""Rags to Riches"" shape is when the main character begins low or unfortunate and undergoes a steady, largely uninterrupted rise into success, fortune, or happiness by the end (a continuous upward arc). How well does this movie fit the Rags to Riches shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
shape_riches_to_rags,story-shape,"film,book,tv","4. Which story shape best describes this story’s plot, if any?",single-choice Vonnegut story shape; this attribute = the 'riches to rags' shape (0-100),raw survey Movie Q627 (story shape),"Think of the movie's main character's fortune as a line rising and falling over the story. The ""Riches to Rags"" shape is when the main character begins high or fortunate and undergoes a steady, largely uninterrupted decline into misfortune, ruin, loss, or death by the end (a continuous downward arc, classic tragedy). How well does this movie fit the Riches to Rags shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
shape_man_in_a_hole,story-shape,"film,tv","4. Which story shape best describes this story’s plot, if any?",single-choice Vonnegut story shape; this attribute = the 'man in a hole' shape (0-100),raw survey Movie Q627 (story shape),"Does this movie follow a ""trouble and recovery"" arc, where the main character runs into a serious problem, crisis, or predicament partway through and then overcomes it, ending up okay or better than before? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
shape_icarus,story-shape,"film,tv","4. Which story shape best describes this story’s plot, if any?",single-choice Vonnegut story shape; this attribute = the 'icarus' shape (0-100),raw survey Movie Q627 (story shape),"The ""Icarus"" story shape is: a rise in fortune followed by a fall (up, then down - ends badly after early success). To what extent does this movie's plot follow the Icarus shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","deployed prompt set (deployed film, harvested verbatim)"
anagnorisis,structure,"film,book,tv","14. Did the ending feature a major ""sudden realization"" on the part of the main character(s)?",Yes / Somewhat / No,raw survey Movie Q730,"Does the ending feature a major sudden realization (a crucial truth grasped)? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes).",atlas_canonical/validation/validation_summary.csv
competent,character,"film,book,tv","8b. How competent was this protagonist? By competent, we mean effective at the activities and tasks that matter to them.",1-7 rating (protagonist battery),raw survey Movie Q241,How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent).,atlas_canonical/validation/validation_summary.csv
development,character,"film,book,tv","10. Overall, would you say this protagonist experienced strong personal development over the course of the movie? In other words, did they undergo significant internal upheaval",Yes / Arguably / No,raw survey Movie Q244,"Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes).",atlas_canonical/validation/validation_summary.csv
element_emotional_impact,reception,"film,tv","7. Please rank-order the three elements that most influenced how you feel about the movie. (If it’s really only one or two, simply leave the 2nd / 3rd columns blank.)",rank-order top-3 influences; this attribute = whether 'emotional impact' was among them,raw survey Movie Q11 (top-3 influences on feeling),Was the emotional impact one of the elements that most drove the experience of this work? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
felt_about,reception,"film,tv",6. How did you feel about the movie?,1 (Hated it) - 7 (Loved it),raw survey Movie Q10,"Overall, how much would an audience enjoy this? Answer on a scale of 1 (hated it) to 7 (loved it).",atlas_canonical/validation/validation_summary.csv
identity_citizenship_status,identity,book,"3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'citizenship status' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of citizenship status? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_disability_status,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'disability status' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_ethnicity,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'ethnicity' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_gender_identity,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'gender identity' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_language,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'language' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_marginalized,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = ANY marginalized group (0-100),raw survey Movie Q216 (marginalized-group select-all),Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_race,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'race' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_religion,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'religion' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_sexual_identity,identity,book,"3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'sexual identity' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of sexual identity? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
identity_socioeconomic_status,identity,"film,book,tv","3. Does this protagonist belong to any historically marginalized groups - i.e., groups systematically denied access to services, resources, and power - based on any of the following aspects of their identity? Select all that apply.",select-all of marginalized-group bases; this attribute = the 'socioeconomic status' basis (0-100),raw survey Movie Q216 (marginalized-group select-all),Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes).,atlas_canonical/validation/validation_summary.csv
immersive_setting,structure,"film,book,tv","4. How immersive did you find this setting? By ‘immersive’ we mean fully realized, with all the details fleshed-out and fully realized.",1-7 rating,raw survey Movie Q500,"How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely).",atlas_canonical/validation/validation_summary.csv
likable,character,"film,book,tv","8a. How likable was this protagonist? By likable, we mean easy to relate to, empathize with, and root for.",1-7 rating (protagonist battery),raw survey Movie Q710,How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable).,atlas_canonical/validation/validation_summary.csv
n_narrators,narration,book,"4. In total, how many narrators were there? The narrator is the entity or point of view telling the story. Some books have a single narrator; others are told from multiple characters’ points of view. Remember, the number of narrators isn’t necessarily equal to the number of protagonists! Protagonists are main characters, while narrators are the storytellers; they might be the same, but they don’t have to be.",book survey narration item,raw survey Book Q22 (narration; book-only instrument),How many distinct narrators tell the story? Answer on a scale of a single number.,atlas_canonical/validation/validation_summary.csv
n_side_characters,structure,"film,tv",3. Approximately how many named side characters are in this movie? (Feel free to guesstimate),count,raw survey Movie Q211,Approximately how many named side characters appear? Answer on a scale of a single number.,atlas_canonical/validation/validation_summary.csv
narration_switches,narration,book,"2. How many times did the narration switch? For example, if A narrated the first half and B the second, the narration switched once. If every chapter alternated between A’s and B’s perspective, it switched constantly.",book survey narration item,raw survey Book Q51 (narration; book-only instrument),"If more than one narrator, how often does narration switch? Answer on a scale of 1 (once), 2 (a few), 3 (many), 4 (constantly).",atlas_canonical/validation/validation_summary.csv
narrator_unreliable,narration,book,"4. How reliable or unreliable was this narrator? A reliable narrator is trustworthy - even if they don’t have all the information, they convey what they know to the reader. An unreliable narrator works to mislead the reader by misrepresenting, twisting, or obfuscating important information.",book survey narration item,raw survey Book Q25 (narration; book-only instrument),How reliable or unreliable is its narrators on average? Answer on a scale of 1 (completely reliable) to 5 (completely unreliable).,atlas_canonical/validation/validation_summary.csv
plot_complexity,structure,book,"1. How would you characterize the structure of the movie in terms of main plots and subplots? Some movies have one main plot, like Macbeth’s plot about Macbeth murdering his way to the crown. Others have multiple main plots of equal prominence, like the many parallel love stories of Love, Actually. Others have one main plot and multiple subplots of lesser prominence, like Harry Potter with Harry’s main plot and Hermione and Ron’s occasional sub-plots.",single-choice plot-structure taxonomy,raw survey Movie Q621,"How structurally complex is the plot? Answer on a scale of 1 (one main plot), 2 (one plot with subplots), 3 (multiple main plots).",atlas_canonical/validation/validation_summary.csv
pov_first_person,narration,book,"2. What type of narration was predominantly used? First person narration uses I/WE and comes directly from the character. For example: Call me Ishmael. Some years ago—never mind how long precisely—having little or no money in my purse, and nothing particular to interest me on shore, I thought I would sail about a little and see the watery part of the world. Second person narration uses YOU and makes the reader part of the story. For example: You are not the kind of guy who would be at a place like this at this time in the morning. But here you are, and you cannot say that the terrain is entirely unfamiliar, although the details are fuzzy. You are at a nightclub talking to a girl with a shaved head. Third person narration uses HE/SHE/THEY/IT. For example: As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. If the book occasionally used different narrative perspectives, please select the primary one. If it genuinely and equally relied on two or more, please choose d.",book survey narration item,raw survey Book Q20 (narration; book-only instrument),Is it narrated primarily in first person (I/we)? Answer on a scale of 1 (no) or 2 (yes).,atlas_canonical/validation/validation_summary.csv
pov_third_person,narration,book,"2. What type of narration was predominantly used? First person narration uses I/WE and comes directly from the character. For example: Call me Ishmael. Some years ago—never mind how long precisely—having little or no money in my purse, and nothing particular to interest me on shore, I thought I would sail about a little and see the watery part of the world. Second person narration uses YOU and makes the reader part of the story. For example: You are not the kind of guy who would be at a place like this at this time in the morning. But here you are, and you cannot say that the terrain is entirely unfamiliar, although the details are fuzzy. You are at a nightclub talking to a girl with a shaved head. Third person narration uses HE/SHE/THEY/IT. For example: As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. If the book occasionally used different narrative perspectives, please select the primary one. If it genuinely and equally relied on two or more, please choose d.",book survey narration item,raw survey Book Q20 (narration; book-only instrument),Is it narrated primarily in third person? Answer on a scale of 1 (no) or 2 (yes).,atlas_canonical/validation/validation_summary.csv
proactive,character,"film,book,tv","8c. How proactive was this protagonist? By proactive, we mean motivated and taking steps to reach their goals.",1-7 rating (protagonist battery),raw survey Movie Q242,How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive).,atlas_canonical/validation/validation_summary.csv
protag_invested,character,"film,book,tv",12. How emotionally invested were you in this protagonist?,1-7 rating (protagonist battery),raw survey Movie Q246,How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely).,atlas_canonical/validation/validation_summary.csv
protag_real,character,"film,book,tv",11. How real did this protagonist feel to you?,1-7 rating (protagonist battery),raw survey Movie Q245,How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely).,atlas_canonical/validation/validation_summary.csv
protag_relatable,character,"film,book,tv",13.How relatable did you find this protagonist?,1-7 rating (protagonist battery),raw survey Movie Q247,How relatable is the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely).,atlas_canonical/validation/validation_summary.csv
side_char_importance,structure,"film,tv",4. How important would you say the side characters are in this movie?,1-7 rating,raw survey Movie Q212,How important are the side characters? Answer on a scale of 1 (very unimportant) to 5 (very important).,atlas_canonical/validation/validation_summary.csv
vivid_setting,structure,book,3. How vivid did you find this setting? By vivid we mean easy to see in your mind’s eye.,1-7 rating,raw survey Movie Q499,"How vivid (sensory, vividly evoked) is its single most extreme setting on this? Answer on a scale of 1 (not at all) to 7 (extremely).",atlas_canonical/validation/validation_summary.csv
inevitability,structure,"film,tv",12e. On a scale of 1 (entirely arbitrary / could have easily happened another way) to 7 (entirely inevitable / it had to happen this way)?,1 (entirely arbitrary) - 7 (entirely inevitable),raw survey Movie Q732,"Did the ending feel destined and inevitable, as though events had to unfold exactly this way, rather than arbitrary or contrived? 1 (entirely arbitrary) to 7 (utterly inevitable).",atlas_canonical/validation/validation_summary.csv
external_upheaval,character,"film,tv","9. Overall, would you say this protagonist’s life or circumstances changed considerably over the course of the movie? In other words, did they experience significant external upheaval",Yes / Arguably / No,raw survey Movie Q243,"How much does the protagonist's external world and situation change over the story, from a world that stays the same to one utterly transformed? 1 (barely changes) to 5 (transformed).",atlas_canonical/validation/validation_summary.csv
narrator_omniscient,narration,book,2. Was this narrator an omniscient narrator or an actual character featured in the book?,book survey narration item,raw survey Book Q33 (narration; book-only instrument),"Does the narrator have god-like access to every character's inner thoughts (omniscient), or is it confined to one perspective (close)? 1 (close), 2 (mixed), 3 (omniscient).",atlas_canonical/validation/validation_summary.csv
element_message_or_theme,reception,"film,book,tv","7. Please rank-order the three elements that most influenced how you feel about the movie. (If it’s really only one or two, simply leave the 2nd / 3rd columns blank.)",rank-order top-3 influences; this attribute = whether 'message or theme' was among them,raw survey Movie Q11 (top-3 influences on feeling),"How central is a message or theme to this work, as opposed to plot, character, or spectacle? 1 (not thematic at all) to 5 (deeply theme-driven).",atlas_canonical/validation/validation_summary.csv
